CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
Mount Dora,LAKE,SHELTER,RISK,547,No,Yes, , ,-81.63509998, 28.80254500,,,,
Eustis,LAKE,SHELTER,RISK,625,No,Yes, , ,-81.64613400, 28.85950799,,,,
Minneola,LAKE,SHELTER,RISK,1512,No,Yes, , ,-81.74153598, 28.58068801,,,,
Lee,LAKE,SHELTER,RISK,232,No,Yes, ,Yes,-81.64613400, 28.85950799,-81.64613400, 28.85950799,,
Leesburg,LAKE,SHELTER,RISK,198,No,Yes, , ,-81.88192800, 28.82980898,,,,
Umatilla,LAKE,SHELTER,RISK,192,No,Yes, , ,-81.66429901, 28.93057702,,,,
Groveland,LAKE,SHELTER,RISK,753,No,Yes, , ,-81.81766604, 28.57413399,,,,
Leesburg,LAKE,SHELTER,RISK,244,No,Yes, ,Yes,-81.78018200, 28.84559701,-81.78018200, 28.84559701,,
Eustis,LAKE,SHELTER,RISK,190,No,Yes, , ,-81.52552897, 28.85810398,,,,
Clermont,LAKE,SHELTER,RISK,346,No,Yes, , ,-81.71594796, 28.53872899,,,,
Umatilla,LAKE,SHELTER,RISK,186,No,Yes, ,Yes,-81.66641602, 28.92840799,-81.66641602, 28.92840799,,
Tavares,LAKE,SHELTER,RISK,599,No,Yes, ,Yes,-81.74224577, 28.77189104,-81.74224577, 28.77189104,,
Lady Lake,LAKE,SHELTER,RISK,213,No,Yes, , ,-81.93559297, 28.93017200,,,,
Astatula,LAKE,SHELTER,RISK,312,No,Yes, ,Yes,-81.72578697, 28.71083499,-81.72578697, 28.71083499,,
Clermont,LAKE,SHELTER,RISK,230,No,Yes, ,Yes,-81.72159139, 28.52567145,-81.72159139, 28.52567145,,
Lessburg,LAKE,SHELTER,RISK,434,No,Yes, , ,-81.89512103, 28.82689501,,,,
Clermont,LAKE,SHELTER,RISK,42,No,Yes, , ,-81.78670203, 28.49556701,,,,
Groveland,LAKE,SHELTER,RISK,402,No,Yes, , ,-81.81766604, 28.57413399,,,,
Groveland,LAKE,SHELTER,RISK,377,No,Yes, , ,-81.81766604, 28.57413399,,,,
Leesburg,LAKE,SHELTER,RISK,673,No,Yes, , ,-81.87699196, 28.81279967,,,,
Leesburg,LAKE,SHELTER,RISK,714,No,Yes, , ,-81.89512103, 28.82689501,,,,
Mt. Dora,LAKE,SHELTER,RISK,273,No,Yes, ,Yes,-81.59358097, 28.80536701,-81.59358097, 28.80536701,,
Groveland,LAKE,SHELTER,RISK,614,No,Yes, , ,-81.84660297, 28.55365800,,,,
Clermont,LAKE,SHELTER,RISK,213,No,Yes, , ,-81.78670203, 28.49556701,,,,
Leesburg,LAKE,SHELTER,RISK,213,No,Yes, , ,-81.88192800, 28.82980898,,,,
Mount Dora,LAKE,SHELTER,RISK,258,No,Yes, , ,-81.63509998, 28.80254500,,,,
Mount Dora,LAKE,SHELTER,RISK,130,No,Yes, , ,-81.63509998, 28.80254500,,,,
Clemont,LAKE,SHELTER,RISK,581,No,Yes, , ,-81.72005702, 28.53894701,,,,
Paisley,LAKE,SHELTER,RISK,164,No,Yes, , ,-81.54179397, 28.99536900,,,,
Lehigh Acres,LEE,SHELTER,RISK,1372,C,Yes, , ,-81.68955301, 26.61857701,,,,
Lehigh Acres,LEE,SHELTER,RISK,2475,C,Yes, , ,-81.69331003, 26.63923999,,,,
Lehigh Acres,LEE,SHELTER,RISK,2608,D,Yes, , ,-81.71793397, 26.62959301,,,,
Lehigh Acres,LEE,SHELTER,RISK,2000,No,Yes, , ,-81.60184603, 26.55789999,,,,
Lehigh Acres,LEE,SHELTER,RISK,198,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,823,C,Yes, , ,-81.68955301, 26.61857701,,,,
Lehigh Acres,LEE,SHELTER,RISK,235,E,Yes, , ,-81.61450002, 26.56904499,,,,
N. Ft. Myers,LEE,SHELTER,RISK,1650,C,Yes, , ,-81.88822004, 26.68837802,,,,
Lehigh Acres,LEE,SHELTER,RISK,65,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,305,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,806,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,25,E,Yes, , ,-81.63134899, 26.59422800,,,,
Lehigh Acres,LEE,SHELTER,RISK,294,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,568,C,Yes, , ,-81.68955301, 26.61857701,,,,
Lehigh Acres,LEE,SHELTER,RISK,371,E,Yes, , ,-81.61450002, 26.56904499,,,,
Lehigh Acres,LEE,SHELTER,RISK,163,E,Yes, , ,-81.61450002, 26.56904499,,,,
Tallahassee,LEON,SHELTER,RISK,158,No,Yes, , ,-84.31739197, 30.43519200,,,,
Tallahassee,LEON,SHELTER,RISK,158,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,411,No,Yes, , ,-84.22395102, 30.38406998,,,,
Tallahassee,LEON,SHELTER,RISK,411,No,Yes, , ,-84.24110299, 30.60791700,,,,
Tallahassee,LEON,SHELTER,RISK,241,No,Yes, , ,-84.28258049, 30.38760292,,,,
Tallahassee,LEON,SHELTER,RISK,330,No,Yes, , ,-84.34680198, 30.51014101,,,,
Tallahassee,LEON,SHELTER,RISK,361,No,Yes, , ,-84.27611504, 30.55681199,,,,
Tallahassee,LEON,SHELTER,RISK,1962,No,Yes, , ,-84.29861240, 30.44249101,,,,
Tallahassee,LEON,SHELTER,RISK,237,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,103,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,293,No,Yes, , ,-84.33961801, 30.49309800,,,,
Tallahassee,LEON,SHELTER,RISK,293,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,217,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,67,No,Yes, , ,-84.22373401, 30.41347101,,,,
Tallahassee,LEON,SHELTER,RISK,77,No,Yes, , ,-84.24110299, 30.60791700,,,,
Tallahassee,LEON,SHELTER,RISK,276,No,Yes, , ,-84.22373401, 30.41347101,,,,
Tallahassee,LEON,SHELTER,RISK,276,No,Yes, , ,-84.24110299, 30.60791700,,,,
Tallahassee,LEON,SHELTER,RISK,519,No,Yes, , ,-84.29760982, 30.44144564,,,,
Tallahassee,LEON,SHELTER,RISK,250,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,250,No,Yes, , ,-84.19124212, 30.52619716,,,,
Tallahassee,LEON,SHELTER,RISK,347,No,Yes, , ,-84.27611504, 30.55681199,,,,
Tallahassee,LEON,SHELTER,RISK,96,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,517,No,Yes, , ,-84.31746397, 30.42027699,,,,
Tallahassee,LEON,SHELTER,RISK,278,No,Yes, , ,-84.51420401, 30.43848802,,,,
Tallahassee,LEON,SHELTER,RISK,278,No,Yes, , ,-84.34680198, 30.51014101,,,,
Tallahassee,LEON,SHELTER,RISK,557,No,Yes, , ,-84.19124212, 30.52619716,,,,
Tallahassee,LEON,SHELTER,RISK,52,No,Yes, , ,-84.25674798, 30.43212900,,,,
Tallahassee,LEON,SHELTER,RISK,247,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,247,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,200,No,Yes, , ,-84.27611504, 30.55681199,,,,
Tallahassee,LEON,SHELTER,RISK,218,No,Yes, , ,-84.34680198, 30.51014101,,,,
Tallahassee,LEON,SHELTER,RISK,59,No,Yes, , ,-84.31739197, 30.43519200,,,,
Tallahassee,LEON,SHELTER,RISK,59,No,Yes, , ,-84.25674798, 30.43212900,,,,
Tallahassee,LEON,SHELTER,RISK,252,No,Yes, , ,-84.33961801, 30.49309800,,,,
Tallahassee,LEON,SHELTER,RISK,252,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,363,No,Yes, , ,-84.17958401, 30.53034098,,,,
Tallahassee,LEON,SHELTER,RISK,113,No,Yes, , ,-84.51420401, 30.43848802,,,,
Tallahassee,LEON,SHELTER,RISK,116,No,Yes, , ,-84.25674798, 30.43212900,,,,
Tallahassee,LEON,SHELTER,RISK,196,No,Yes, , ,-84.12248104, 30.43622700,,,,
Tallahassee,LEON,SHELTER,RISK,196,No,Yes, , ,-84.33961801, 30.49309800,,,,
Tallahassee,LEON,SHELTER,RISK,142,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,234,No,Yes, , ,-84.22395102, 30.38406998,,,,
Tallahassee,LEON,SHELTER,RISK,320,No,Yes, , ,-84.19124212, 30.52619716,,,,
Tallahassee,LEON,SHELTER,RISK,251,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,352,No,Yes, , ,-84.28648203, 30.46279701,,,,
Tallahassee,LEON,SHELTER,RISK,1134,No,Yes, , ,-84.29018901, 30.43833702,,,,
Tallahassee,LEON,SHELTER,RISK,172,No,Yes, , ,-84.28258049, 30.38760292,,,,
Tallahassee,LEON,SHELTER,RISK,48,No,Yes, , ,-84.25674798, 30.43212900,,,,
Tallahassee,LEON,SHELTER,RISK,114,No,Yes, , ,-84.31739197, 30.43519200,,,,
Tallahassee,LEON,SHELTER,RISK,211,No,Yes, , ,-84.51420401, 30.43848802,,,,
Tallahassee,LEON,SHELTER,RISK,366,No,Yes, , ,-84.24110299, 30.60791700,,,,
Tallahassee,LEON,SHELTER,RISK,266,No,Yes, , ,-84.34680198, 30.51014101,,,,
Tallahassee,LEON,SHELTER,RISK,367,No,Yes, , ,-84.22395102, 30.38406998,,,,
Tallahassee,LEON,SHELTER,RISK,73,No,Yes, , ,-84.31739197, 30.43519200,,,,
Tallahassee,LEON,SHELTER,RISK,541,No,Yes, , ,-84.19124212, 30.52619716,,,,
Tallahassee,LEON,SHELTER,RISK,317,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,414,No,Yes, , ,-84.30213004, 30.44656000,,,,
Tallahassee,LEON,SHELTER,RISK,93,No,Yes, , ,-84.22504152, 30.53694463,,,,
Tallahassee,LEON,SHELTER,RISK,93,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,268,No,Yes, , ,-84.27611504, 30.55681199,,,,
Tallahassee,LEON,SHELTER,RISK,156,No,Yes, , ,-84.33961801, 30.49309800,,,,
Tallahassee,LEON,SHELTER,RISK,57,No,Yes, , ,-84.25674798, 30.43212900,,,,
Tallahassee,LEON,SHELTER,RISK,244,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,263,No,Yes, , ,-84.27611504, 30.55681199,,,,
Tallahassee,LEON,SHELTER,RISK,68,No,Yes, , ,-84.33961801, 30.49309800,,,,
Tallahassee,LEON,SHELTER,RISK,725,No,Yes, , ,-84.51420401, 30.43848802,,,,
Tallahassee,LEON,SHELTER,RISK,375,No,Yes, , ,-84.34680198, 30.51014101,,,,
Tallahassee,LEON,SHELTER,RISK,322,No,Yes, , ,-84.18137699, 30.46089498,,,,
Tallahassee,LEON,SHELTER,RISK,452,No,Yes, , ,-84.22395102, 30.38406998,,,,
Chiefland,LEVY,SHELTER,RISK,241,No,Yes, , ,-82.87004308, 29.48204587,,,,
Williston,LEVY,SHELTER,RISK,300,No,Yes, , ,-82.45231717, 29.37411229,,,,
Bronson,LEVY,SHELTER,RISK,281,No,Yes, , ,-82.62603543, 29.46379616,,,,
Williston,LEVY,SHELTER,RISK,217,No,Yes, , ,-82.45008560, 29.38523231,,,,
Bronson,LEVY,SHELTER,RISK,354,No,Yes, , ,-82.62603543, 29.46379616,,,,
Chiefland,LEVY,SHELTER,RISK,256,No,Yes, ,Yes,-82.87052000, 29.48034999,-82.87052000, 29.48034999,,
Bronson,LEVY,SHELTER,RISK,275,No,Yes, , ,-82.62903997, 29.46168998,,,,
Chiefland,LEVY,SHELTER,RISK,362,No,Yes, ,Yes,-82.87052000, 29.48034999,-82.87052000, 29.48034999,,
Bronson,LEVY,SHELTER,RISK,577,No,Yes, , ,-82.62603543, 29.46379616,,,,
Williston,LEVY,SHELTER,RISK,251,No,Yes, , ,-82.45019479, 29.38519086,,,,
Bronson,LEVY,SHELTER,RISK,720,No,Yes, , ,-82.62603543, 29.46379616,,,,
Williston,LEVY,SHELTER,RISK,46,No,Yes, , ,-82.45231717, 29.37411229,,,,
Chiefland,LEVY,SHELTER,RISK,313,No,Yes, ,Yes,-82.87052000, 29.48034999,-82.87052000, 29.48034999,,
Chiefland,LEVY,SHELTER,RISK,256,No,Yes, , ,-82.86202997, 29.48533001,,,,
Williston,LEVY,SHELTER,RISK,252,No,Yes, , ,-82.45180999, 29.38436001,,,,
Bronson,LEVY,SHELTER,RISK,165,No,Yes, , ,-82.62603543, 29.46379616,,,,
Bristol,LIBERTY,SHELTER,RISK,381,No,Yes, , ,-84.92443638, 30.47810003,,,,
Hosford,LIBERTY,SHELTER,RISK,220,No,Yes, , ,-84.79835985, 30.38888220,,,,
Bristol,LIBERTY,SHELTER,RISK,548,No,Yes, , ,-84.92443638, 30.47810003,,,,
Bristol,LIBERTY,SHELTER,RISK,185,No,Yes, , ,-84.92443638, 30.47810003,,,,
Bristol,LIBERTY,SHELTER,RISK,63,No,Yes, , ,-84.92443638, 30.47810003,,,,
Bristol,LIBERTY,SHELTER,RISK,223,No,Yes, , ,-84.97560003, 30.43101999,,,,
Madison,MADISON,SHELTER,RISK,101,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,434,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,259,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,324,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,559,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,390,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,98,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,329,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,448,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,360,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Madison,MADISON,SHELTER,RISK,131,No,Yes, ,Yes,-83.44554999, 30.47853001,-83.44554999, 30.47853001,,
Parrish,MANATEE,SHELTER,RISK,876,No,Yes, , ,-82.42352702, 27.54391401,,,,
Palmetto,MANATEE,SHELTER,RISK,322,No,Yes, , ,-82.49036700, 27.57522600,,,,
Bradenton,MANATEE,SHELTER,RISK,390,D,Yes, , ,-82.60074702, 27.44695899,,,,
Bradenton,MANATEE,SHELTER,RISK,866,No,Yes, , ,-82.42236403, 27.46164601,,,,
Parrish,MANATEE,SHELTER,RISK,333,No,Yes, , ,-82.42352702, 27.54391401,,,,
Bradenton,MANATEE,SHELTER,RISK,1855,No,Yes, , ,-82.39389297, 27.42726500,,,,
Bradenton,MANATEE,SHELTER,RISK,2134,E,Yes, , ,-82.59669404, 27.47139199,,,,
Palmetto,MANATEE,SHELTER,RISK,493,No,Yes, , ,-82.48851703, 27.57515802,,,,
Bradenton,MANATEE,SHELTER,RISK,392,D,Yes, , ,-82.60074702, 27.44695899,,,,
Palmetto,MANATEE,SHELTER,RISK,200,No,Yes, , ,-82.48851703, 27.57515802,,,,
Palmetto,MANATEE,SHELTER,RISK,1985,No,Yes, ,Yes,-82.49036700, 27.57522600,-82.49036700, 27.57522600,,
Palmetto,MANATEE,SHELTER,RISK,1614,No,Yes, , ,-82.48851703, 27.57515802,,,,
Palmetto,MANATEE,SHELTER,RISK,153,No,Yes, , ,-82.48851703, 27.57515802,,,,
Bradenton,MANATEE,SHELTER,RISK,357,D,Yes, , ,-82.60074702, 27.44695899,,,,
Myakka City,MANATEE,SHELTER,RISK,206,No,Yes, , ,-82.16150797, 27.35124101,,,,
Bradenton,MANATEE,SHELTER,RISK,126,No,Yes, , ,-82.43563803, 27.42993300,,,,
Bradenton,MANATEE,SHELTER,RISK,339,No,Yes, , ,-82.42236403, 27.46164601,,,,
Bradenton,MANATEE,SHELTER,RISK,693,No,Yes, , ,-82.43304802, 27.44240200,,,,
Bradenton,MANATEE,SHELTER,RISK,2080,E,Yes, , ,-82.60293101, 27.49374501,,,,
Palmetto,MANATEE,SHELTER,RISK,394,No,Yes, , ,-82.48851703, 27.57515802,,,,
Ocala,MARION,SHELTER,RISK,268,No,Yes, , ,-82.06689104, 29.14138100,,,,
Citra,MARION,SHELTER,RISK,227,No,Yes, , ,-82.09519500, 29.38770500,,,,
Ocala,MARION,SHELTER,RISK,605,No,Yes, , ,-82.19111897, 29.00479801,,,,
Ocala,MARION,SHELTER,RISK,282,No,Yes, , ,-82.13598399, 29.21699302,,,,
Ocala,MARION,SHELTER,RISK,220,No,Yes, , ,-82.19502100, 29.08699800,,,,
Belleview,MARION,SHELTER,RISK,545,No,Yes, , ,-82.08668721, 29.06757734,,,,
Ocala,MARION,SHELTER,RISK,194,No,Yes, , ,-82.19520900, 29.14940701,,,,
Ocala,MARION,SHELTER,RISK,401,No,Yes, , ,-81.97848300, 29.07828400,,,,
Ocala,MARION,SHELTER,RISK,262,No,Yes, , ,-82.19520900, 29.14940701,,,,
Ocala,MARION,SHELTER,RISK,785,No,Yes, , ,-81.97848300, 29.07828400,,,,
Ocala,MARION,SHELTER,RISK,577,No,Yes, , ,-82.19823596, 29.08588199,,,,
Ocala,MARION,SHELTER,RISK,326,No,Yes, , ,-82.13598399, 29.21699302,,,,
Ocala,MARION,SHELTER,RISK,326,No,Yes, , ,-82.19502100, 29.08699800,,,,
Fort McCoy,MARION,SHELTER,RISK,279,No,Yes, , ,-81.97067601, 29.38480798,,,,
Ocala,MARION,SHELTER,RISK,629,No,Yes, , ,-82.25181083, 29.15285490,,,,
Ocala,MARION,SHELTER,RISK,297,No,Yes, , ,-82.19502100, 29.08699800,,,,
Dunnellon,MARION,SHELTER,RISK,318,No,Yes, , ,-82.41631196, 29.07834498,,,,
Ocala,MARION,SHELTER,RISK,1198,No,Yes, , ,-82.15196702, 29.19076600,,,,
Dunnellon,MARION,SHELTER,RISK,203,No,Yes, , ,-82.41631196, 29.07834498,,,,
Ocala,MARION,SHELTER,RISK,189,No,Yes, , ,-82.19520900, 29.14940701,,,,
Ocala,MARION,SHELTER,RISK,465,No,Yes, , ,-82.06689104, 29.14138100,,,,
Belleview,MARION,SHELTER,RISK,522,No,Yes, , ,-82.08668721, 29.06757734,,,,
Ocala,MARION,SHELTER,RISK,487,No,Yes, , ,-82.19111897, 29.00479801,,,,
Ocala,MARION,SHELTER,RISK,0,No,Yes, , ,-82.19520900, 29.14940701,,,,
Ocala,MARION,SHELTER,RISK,273,No,Yes, , ,-82.13598399, 29.21699302,,,,
Ocala,MARION,SHELTER,RISK,483,No,Yes, , ,-82.19823596, 29.08588199,,,,
Ocala,MARION,SHELTER,RISK,1060,No,Yes, , ,-82.06689104, 29.14138100,,,,
Palm City,MARTIN,SHELTER,RISK,661,No,Yes, , ,-80.29214600, 27.16251802,,,,
Palm City,MARTIN,SHELTER,RISK,799,No,Yes, , ,-80.29214600, 27.16251802,,,,
Hobe Sound,MARTIN,SHELTER,RISK,321,No,Yes, , ,-80.20399897, 27.09987301,,,,
Jensen Beach,MARTIN,SHELTER,RISK,1851,No,Yes, , ,-80.26670600, 27.24066799,,,,
Hobe Sound,MARTIN,SHELTER,RISK,238,No,Yes, , ,-80.20307998, 27.09807400,,,,
Jensen Beach,MARTIN,SHELTER,RISK,985,No,Yes, , ,-80.26884292, 27.24384832,,,,
Indiantown,MARTIN,SHELTER,RISK,517,No,Yes, , ,-80.46172598, 27.02093602,,,,
Indiantown,MARTIN,SHELTER,RISK,231,No,Yes, , ,-80.46172598, 27.02093602,,,,
Indiantown,MARTIN,SHELTER,RISK,1121,No,Yes, , ,-80.47545202, 27.02107600,,,,
Palm City,MARTIN,SHELTER,RISK,803,No,Yes, , ,-80.29214600, 27.16251802,,,,
Stuart,MARTIN,SHELTER,RISK,2327,No,Yes, , ,-80.23293297, 27.18920302,,,,
Palm City,MARTIN,SHELTER,RISK,311,No,Yes, , ,-80.29214600, 27.16251802,,,,
Hobe Sound,MARTIN,SHELTER,RISK,246,No,Yes, , ,-80.20307998, 27.09807400,,,,
Jensen Beach,MARTIN,SHELTER,RISK,3447,No,Yes, , ,-80.26670600, 27.24066799,,,,
Palm City,MARTIN,SHELTER,RISK,240,No,Yes, , ,-80.29214600, 27.16251802,,,,
Indiantown,MARTIN,SHELTER,RISK,80,No,Yes, , ,-80.46172598, 27.02093602,,,,
Palm City,MARTIN,SHELTER,RISK,50,No,Yes, , ,-80.29214600, 27.16251802,,,,
Hobe Sound,MARTIN,SHELTER,RISK,314,No,Yes, , ,-80.20307998, 27.09807400,,,,
Hobe Sound,MARTIN,SHELTER,RISK,152,No,Yes, , ,-80.20307998, 27.09807400,,,,
Indiantown,MARTIN,SHELTER,RISK,547,No,Yes, , ,-80.46172598, 27.02093602,,,,
Palm City,MARTIN,SHELTER,RISK,77,No,Yes, , ,-80.29214600, 27.16251802,,,,
Indiantown,MARTIN,SHELTER,RISK,368,No,Yes, , ,-80.47545202, 27.02107600,,,,
Palm City,MARTIN,SHELTER,RISK,2329,No,Yes, , ,-80.31698401, 27.17502101,,,,
Indiantown,MARTIN,SHELTER,RISK,398,No,Yes, , ,-80.47545202, 27.02107600,,,,
Stuart,MARTIN,SHELTER,RISK,591,No,Yes, ,Yes,-80.23119492, 27.14305032,-80.23119492, 27.14305032,,
Stuart,MARTIN,SHELTER,RISK,1300,No,Yes, , ,-80.20839201, 27.14610298,,,,
Miami,MIAMI-DADE,SHELTER,RISK,211,No,Yes, , ,-80.21391803, 25.83898298,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,106,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami,MIAMI-DADE,SHELTER,RISK,453,No,Yes, , ,-80.22971096, 25.81632301,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,207,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,190,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,739,C,Yes, , ,-80.17333898, 25.97148302,,,,
Doral,MIAMI-DADE,SHELTER,RISK,1214,No,Yes, , ,-80.37661002, 25.81949401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,569,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,193,E,Yes, , ,-80.35395198, 25.76995801,,,,
Miami,MIAMI-DADE,SHELTER,RISK,1240,No,Yes, , ,-80.33431804, 25.95071501,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,324,No,Yes, , ,-80.34576696, 25.90123198,,,,
Miami,MIAMI-DADE,SHELTER,RISK,472,E,Yes, , ,-80.44528304, 25.69339900,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,176,No,Yes, , ,-80.32829296, 25.91739401,,,,
Doral,MIAMI-DADE,SHELTER,RISK,738,No,Yes, , ,-80.37661002, 25.81949401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,179,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,170,E,Yes, , ,-80.44200001, 25.67421601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,361,C,Yes, , ,-80.17333898, 25.97148302,,,,
Miami,MIAMI-DADE,SHELTER,RISK,511,E,Yes, , ,-80.37808320, 25.75759670,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,217,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami,MIAMI-DADE,SHELTER,RISK,101,E,Yes, , ,-80.41218298, 25.74985699,,,,
Miami,MIAMI-DADE,SHELTER,RISK,312,No,Yes, , ,-80.38809599, 25.76873601,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,205,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,276,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,278,E,Yes, , ,-80.38155501, 25.75919099,,,,
Miami,MIAMI-DADE,SHELTER,RISK,717,E,Yes, , ,-80.26682603, 25.77394398,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,520,No,Yes, , ,-80.25530283, 25.94069867,,,,
Miami,MIAMI-DADE,SHELTER,RISK,345,No,Yes, , ,-80.37661002, 25.81949401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,96,No,Yes, , ,-80.38809599, 25.76873601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,231,E,Yes, , ,-80.41218298, 25.74985699,,,,
Miami,MIAMI-DADE,SHELTER,RISK,800,E,Yes, , ,-80.17528802, 25.92990798,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,85,No,Yes, , ,-80.32829296, 25.91739401,,,,
Doral,MIAMI-DADE,SHELTER,RISK,683,No,Yes, , ,-80.37145197, 25.85259100,,,,
Miami,MIAMI-DADE,SHELTER,RISK,98,D,Yes, , ,-80.21543298, 25.87014899,,,,
Hialeah,MIAMI-DADE,SHELTER,RISK,92,No,Yes, , ,-80.33225400, 25.87441199,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,329,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,289,No,Yes, , ,-80.32276602, 25.93970601,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,66,D,Yes, , ,-80.19994800, 25.96685499,,,,
Miami,MIAMI-DADE,SHELTER,RISK,154,No,Yes, , ,-80.22699196, 25.95548800,,,,
Miami Lakes,MIAMI-DADE,SHELTER,RISK,191,No,Yes, , ,-80.32829296, 25.91739401,,,,
Miami,MIAMI-DADE,SHELTER,RISK,2251,E,Yes, , ,-80.23011497, 25.77674899,,,,
Miami,MIAMI-DADE,SHELTER,RISK,801,No,Yes, , ,-80.21939603, 25.82778799,,,,
Miami,MIAMI-DADE,SHELTER,RISK,232,No,Yes, , ,-80.30851896, 25.93960601,,,,
Miami,MIAMI-DADE,SHELTER,RISK,489,No,Yes, , ,-80.21391803, 25.83898298,,,,
Miami,MIAMI-DADE,SHELTER,RISK,83,No,Yes, , ,-80.33431804, 25.95071501,,,,
North Miami,MIAMI-DADE,SHELTER,RISK,412,D,Yes, , ,-80.18395198, 25.89694300,,,,
Miami Gardens,MIAMI-DADE,SHELTER,RISK,187,D,Yes, , ,-80.19994800, 25.96685499,,,,
