Name,CITY,COUNTY,Longitude,Latitude,FACILITY_TYPE,fs_Longitude,fs_Latitude,fb_Longitude,fb_Latitude,ng_Longitude,ng_Latitude
,OCALA,MARION,,,FIRE STATION,-82.13311177,29.18943966,,,,
,OCALA,MARION,,,FIRE STATION,-82.08451864,29.16226178,,,,
,OCALA,MARION,,,FIRE STATION,-82.13596535,29.11541312,,,,
,OCALA,MARION,,,FIRE STATION,-82.15208869,29.17944506,,,,
,OCALA,MARION,,,FIRE STATION,-82.30219014,29.18837069,,,,
,UMATILLA,MARION,,,FIRE STATION,-81.80821297,28.99703693,,,,
,UMATILLA,MARION,,,FIRE STATION,-81.74388258,28.97998812,,,,
,LADY LAKE,MARION,,,FIRE STATION,-82.01735076,28.98144912,,,,
,LADY LAKE,MARION,,,FIRE STATION,-82.00001630,28.96694982,,,,
,CITRA,MARION,,,FIRE STATION,-82.11220759,29.34340630,,,,
,CITRA,MARION,,,FIRE STATION,-82.11068951,29.41304944,,,,
,WEIRSDALE,MARION,,,FIRE STATION,-81.92119137,28.98417222,,,,
,OCKLAWAHA,MARION,,,FIRE STATION,-81.87057235,29.13294709,,,,
,FORT MC COY,MARION,,,FIRE STATION,-81.90529571,29.49413471,,,,
,FORT MC COY,MARION,,,FIRE STATION,-81.93961933,29.36842624,,,,
,FORT MC COY,MARION,,,FIRE STATION,-81.74054035,29.36443224,,,,
,FORT MC COY,MARION,,,FIRE STATION,-81.95549022,29.49156363,,,,
,SILVER SPRINGS,MARION,,,FIRE STATION,-81.86841684,29.17454483,,,,
,SILVER SPRINGS,MARION,,,FIRE STATION,-81.88842866,29.18071983,,,,
,SUMMERFIELD,MARION,,,FIRE STATION,-82.12021332,28.98174219,,,,
,REDDICK,MARION,,,FIRE STATION,-82.19757886,29.32672441,,,,
,REDDICK,MARION,,,FIRE STATION,-82.21757183,29.42423674,,,,
,BELLEVIEW,MARION,,,FIRE STATION,-82.05394759,29.05846128,,,,
,ANTHONY,MARION,,,FIRE STATION,-82.10866990,29.28954170,,,,
,STUART,MARTIN,,,FIRE STATION,-80.17659589,27.21436408,,,,
,STUART,MARTIN,,,FIRE STATION,-80.27973632,27.10182524,,,,
,STUART,MARTIN,,,FIRE STATION,-80.24522077,27.15568603,,,,
,STUART,MARTIN,,,FIRE STATION,-80.23950612,27.19300174,,,,
,STUART,MARTIN,,,FIRE STATION,-80.19901668,27.14746161,,,,
,STUART,MARTIN,,,FIRE STATION,-80.22328747,27.18529258,,,,
,STUART,MARTIN,,,FIRE STATION,-80.23850997,27.17500840,,,,
,STUART,MARTIN,,,FIRE STATION,-80.27937558,27.23490547,,,,
,STUART,MARTIN,,,FIRE STATION,-80.24111333,27.16728421,,,,
,PALM CITY,MARTIN,,,FIRE STATION,-80.26971507,27.16532387,,,,
,HOBE SOUND,MARTIN,,,FIRE STATION,-80.11155443,27.05279174,,,,
,HOBE SOUND,MARTIN,,,FIRE STATION,-80.16055770,27.10089211,,,,
,HOBE SOUND,MARTIN,,,FIRE STATION,-80.13441968,27.05603358,,,,
,JUPITER,MARTIN,,,FIRE STATION,-80.10866853,26.98042591,,,,
,JENSEN BEACH,MARTIN,,,FIRE STATION,-80.23686205,27.23730518,,,,
,INDIANTOWN,MARTIN,,,FIRE STATION,-80.47951783,27.02842823,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19452765,25.79412658,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.40134534,25.76182431,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17691766,25.77738442,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28233750,25.66336306,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.25672888,25.82465597,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19298596,25.92893408,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33524274,25.71247317,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34942417,25.80949108,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17675944,25.84783092,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21281345,25.95724905,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.20789548,25.81034064,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.22060904,25.81753723,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33877642,25.79114063,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.35443349,25.82573560,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34694708,25.74770925,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36837210,25.76521051,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21378761,25.78053685,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.23498108,25.76886239,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36742077,25.57087284,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.31187676,25.80899448,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16269493,25.93292007,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.40102947,25.68882009,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28855259,25.70588980,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28445401,25.67050454,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.22857654,25.75499693,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.14324196,25.96050757,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21552629,25.79474766,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29549605,25.76197582,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.25090752,25.88214582,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.32717555,25.73400223,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16692686,25.89571978,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21022178,25.89443273,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34215480,25.62925301,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17299557,25.96504546,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.24165029,25.83332000,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34921261,25.81019134,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.45616996,25.69821245,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.44051008,25.75763652,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16967838,25.77483916,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.41013325,25.62597513,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26480081,25.72432706,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29203993,25.77044552,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19704392,25.76303273,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19119930,25.77880674,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36445059,25.87021701,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.23455031,25.85997823,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33090165,25.56637987,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19386194,25.85089826,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19465474,25.83300683,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.24113345,25.73018814,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38737314,25.65876038,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34952447,25.60333175,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.32122587,25.67419998,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38131741,25.69538587,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.42088479,25.64942437,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26025041,25.74584786,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.44364225,25.67309927,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.42406422,25.72801567,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28858894,25.80654661,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29219345,25.79733412,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19371986,25.86276377,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26328249,25.77896822,,,,
,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38754383,25.58627301,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.43122415,25.46219677,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.44887347,25.49903296,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.47680590,25.53614658,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.45887902,25.44739405,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.37735457,25.53755461,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.40428629,25.54560676,,,,
,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.48301303,25.47191387,,,,
,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.27988381,25.95529783,,,,
,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.24515654,25.94481400,,,,
,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.27676655,25.90909722,,,,
,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.24464302,25.91336824,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33859811,25.86795618,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.29774011,25.84394403,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.27993130,25.82670858,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.30748050,25.89006457,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33246480,25.89097677,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.31829568,25.87210235,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.26712411,25.86116162,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.29911068,25.86629879,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33276828,25.90193087,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.32654055,25.94186358,,,,
,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.30895771,25.92403358,,,,
,KEY BISCAYNE,MIAMI-DADE,,,FIRE STATION,-80.16409798,25.69071148,,,,
,KEY BISCAYNE,MIAMI-DADE,,,FIRE STATION,-80.16080513,25.70286901,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13966528,25.76327603,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12521161,25.90202358,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15732596,25.84888718,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13710965,25.78157466,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13044394,25.79965151,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12133252,25.83139414,,,,
,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12410706,25.85395458,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13577995,25.93171717,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.14827834,25.93996873,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15540707,25.91953730,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.19333265,25.93056004,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12319257,25.93561673,,,,
,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15543691,25.94696027,,,,
,MIAMI-DADE,MIAMI-DADE,,,FIRE STATION,-80.33518077,25.71265562,,,,
,MIAMI-DADE,MIAMI-DADE,,,FIRE STATION,-80.16951731,25.96495285,,,,
,BAY HARBOR ISLANDS,MIAMI-DADE,,,FIRE STATION,-80.13237507,25.88583569,,,,
,MIAMI LAKES,MIAMI-DADE,,,FIRE STATION,-80.32751495,25.91257558,,,,
,DORAL NORTH,MIAMI-DADE,,,FIRE STATION,-80.37794343,25.84107194,,,,
,MIAMI SPRINGS,MIAMI-DADE,,,FIRE STATION,-80.28463456,25.82135019,,,,
,NORTH BAY VILLAGE,MIAMI-DADE,,,FIRE STATION,-80.16712807,25.84961475,,,,
,ISLAMORADA,MONROE,,,FIRE STATION,-80.73112954,24.85714057,,,,
,ISLAMORADA,MONROE,,,FIRE STATION,,,,,,
,ISLAMORADA,MONROE,,,FIRE STATION,-80.55872867,24.96921380,,,,
,ISLAMORADA,MONROE,,,FIRE STATION,-80.63626191,24.91770924,,,,
,MARATHON,MONROE,,,FIRE STATION,,,,,,
,MARATHON,MONROE,,,FIRE STATION,-80.88994541,24.78947455,,,,
,MARATHON,MONROE,,,FIRE STATION,-81.05198362,24.72471175,,,,
,MARATHON,MONROE,,,FIRE STATION,-80.97498784,24.75266154,,,,
,MARATHON,MONROE,,,FIRE STATION,-81.06894504,24.71678924,,,,
,KEY LARGO,MONROE,,,FIRE STATION,-80.44450384,25.08958891,,,,
,KEY LARGO,MONROE,,,FIRE STATION,-80.37307511,25.17336519,,,,
,Layton,MONROE,,,FIRE STATION,-80.81449601,24.82500529,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.80039606,24.55467416,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.75595278,24.55377455,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.78681180,24.55812877,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.65575309,24.59790305,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.76562295,24.56159055,,,,
,KEY WEST,MONROE,,,FIRE STATION,-81.69007813,24.58083201,,,,
,Ocean Reef,MONROE,,,FIRE STATION,-80.27987273,25.31838299,,,,
,SUMMERLAND KEY,MONROE,,,FIRE STATION,-81.56409104,24.64721051,,,,
,SUMMERLAND KEY,MONROE,,,FIRE STATION,-81.50620041,24.66439970,,,,
,BIG PINE KEY,MONROE,,,FIRE STATION,-81.35974257,24.67448990,,,,
,TAVERNIER,MONROE,,,FIRE STATION,-80.51754096,25.01071922,,,,
,Stock Island,MONROE,,,FIRE STATION,-81.73600541,24.57269757,,,,
,CALLAHAN,NASSAU,,,FIRE STATION,-81.82883472,30.56333339,,,,
,CALLAHAN,NASSAU,,,FIRE STATION,-81.76098072,30.62833400,,,,
,CALLAHAN,NASSAU,,,FIRE STATION,-81.77242442,30.53155588,,,,
,CALLAHAN,NASSAU,,,FIRE STATION,-81.81250636,30.49813824,,,,
,YULEE,NASSAU,,,FIRE STATION,-81.53626368,30.62670381,,,,
,YULEE,NASSAU,,,FIRE STATION,-81.60358944,30.63617552,,,,
,YULEE,NASSAU,,,FIRE STATION,-81.53052046,30.67298503,,,,
,YULEE,NASSAU,,,FIRE STATION,-81.60425435,30.63354699,,,,
,YULEE,NASSAU,,,FIRE STATION,-81.57120695,30.60540404,,,,
,BRYCEVILLE,NASSAU,,,FIRE STATION,-81.93519680,30.39225550,,,,
,BRYCEVILLE,NASSAU,,,FIRE STATION,-82.02940158,30.41172770,,,,
,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.43800021,30.63793416,,,,
,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.51858390,30.57846090,,,,
,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.51341192,30.61675377,,,,
,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.45337843,30.57255659,,,,
,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.45231768,30.66669414,,,,
,HILLIARD,NASSAU,,,FIRE STATION,-81.90742367,30.68927911,,,,
,HILLIARD,NASSAU,,,FIRE STATION,-81.99283274,30.56160260,,,,
,HILLIARD,NASSAU,,,FIRE STATION,-81.91915928,30.68969583,,,,
,BAKER,OKALOOSA,,,FIRE STATION,-86.63469397,30.92475665,,,,
,BAKER,OKALOOSA,,,FIRE STATION,-86.64492065,30.75463671,,,,
,BAKER,OKALOOSA,,,FIRE STATION,-86.67972972,30.80114259,,,,
,MARY ESTHER,OKALOOSA,,,FIRE STATION,-86.73755743,30.41232833,,,,
,MARY ESTHER,OKALOOSA,,,FIRE STATION,-86.66427619,30.41277442,,,,
,LAUREL HILL,OKALOOSA,,,FIRE STATION,-86.45839274,30.96723984,,,,
,LAUREL HILL,OKALOOSA,,,FIRE STATION,-86.47965297,30.93670502,,,,
,HOLT,OKALOOSA,,,FIRE STATION,-86.75096981,30.71314437,,,,
,DESTIN,OKALOOSA,,,FIRE STATION,-86.48086156,30.39616581,,,,
,DESTIN,OKALOOSA,,,FIRE STATION,-86.47186097,30.39661913,,,,
,DESTIN,OKALOOSA,,,FIRE STATION,-86.42184577,30.38651583,,,,
,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.41648753,30.46965741,,,,
,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.48752518,30.52003194,,,,
,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.45786875,30.51271564,,,,
,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.52662406,30.65012448,,,,
,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.54173517,30.46917708,,,,
,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.51021413,30.48433347,,,,
,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.55782211,30.48097023,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.63742522,30.43905772,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.63739970,30.42910473,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61612428,30.46680738,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61382906,30.44922820,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.59947509,30.39738878,,,,
,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61163862,30.41296556,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.54228742,30.72007802,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.52406954,30.77521071,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.53783970,30.82258936,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.58358451,30.71121291,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.42307077,30.80332501,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.57185191,30.75685608,,,,
,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.44426627,30.75220862,,,,
,HURLBURT FIELD,OKALOOSA,,,FIRE STATION,-86.69341982,30.42450697,,,,
,VALPARAISO,OKALOOSA,,,FIRE STATION,-86.49885592,30.50937103,,,,
,SHALIMAR,OKALOOSA,,,FIRE STATION,-86.57932560,30.44686013,,,,
,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.80729837,27.53452226,,,,
,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.79009172,27.21113237,,,,
,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.83520222,27.19544708,,,,
,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.83534696,27.24868979,,,,
,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.82721990,27.24317414,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.38933082,28.54170469,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.57964249,28.42336615,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.33886117,28.56003700,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.25211541,28.53144944,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.33190779,28.42653786,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.42345414,28.38085952,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.32518658,28.52461395,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.49178768,28.57951762,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.40128303,28.47214732,,,,
,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.28482374,28.48233477,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.18674068,28.57177813,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.25056285,28.48415385,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.37958461,28.53768782,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.34429742,28.54650976,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.57499092,28.34873865,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.38516236,28.57316452,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.50162905,28.46180485,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.12910186,28.55498324,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.24302601,28.41871473,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.33034971,28.49925603,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.48680290,28.37588102,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.39788069,28.59721102,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.45603515,28.48347539,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.39995559,28.51295214,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.31130686,28.55959817,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.34018893,28.43513477,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.27849545,28.38692653,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.51828450,28.38843454,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.45992981,28.54061798,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.18151488,28.51154077,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.36508846,28.47169966,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.19144693,28.61156952,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.40089737,28.44039341,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.07521593,28.50022355,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.31091670,28.42134139,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.39264200,28.53051157,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.28666285,28.58078588,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.42142130,28.49381393,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.31573445,28.46697654,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.24376400,28.40210450,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.51822311,28.37905852,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.43145297,28.58864110,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.34089460,28.55060157,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.28705552,28.44105278,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.36567386,28.37163835,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.36820895,28.43185677,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.45904525,28.42348420,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.44756079,28.62515498,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.54710684,28.36536922,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.45460788,28.57714761,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.44136484,28.45085066,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.36068939,28.55702941,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.27810834,28.56214999,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.37666182,28.52049216,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.40162819,28.62776509,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.46956491,28.52356054,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.38045893,28.54182842,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.46493093,28.40368662,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.21205855,28.54600739,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.41755236,28.53352435,,,,
,ORLANDO,ORANGE,,,FIRE STATION,-81.20547624,28.39928883,,,,
,WINDERMERE,ORANGE,,,FIRE STATION,-81.56145999,28.45882660,,,,
,WINDERMERE,ORANGE,,,FIRE STATION,-81.50909945,28.51986226,,,,
,MAITLAND,ORANGE,,,FIRE STATION,-81.36503761,28.62602955,,,,
,Zellwood,ORANGE,,,FIRE STATION,-81.60289201,28.73022307,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.56841452,28.59205438,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58239508,28.55507741,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58740502,28.50167402,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58217696,28.53028229,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.62108261,28.55431404,,,,
,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.61428352,28.34874667,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.51395854,28.70570426,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.46958473,28.69138707,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.50085040,28.63610698,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.50506034,28.75878399,,,,
,APOPKA,ORANGE,,,FIRE STATION,,,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.46760634,28.66796328,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.50843937,28.67229669,,,,
,APOPKA,ORANGE,,,FIRE STATION,-81.55461489,28.68875644,,,,
,WINTER PARK,ORANGE,,,FIRE STATION,-81.35421587,28.60078933,,,,
,WINTER PARK,ORANGE,,,FIRE STATION,-81.33446754,28.62521937,,,,
,WINTER PARK,ORANGE,,,FIRE STATION,-81.32750714,28.59444790,,,,
,OCOEE,ORANGE,,,FIRE STATION,-81.51383707,28.59061089,,,,
,OCOEE,ORANGE,,,FIRE STATION,-81.54476897,28.56206642,,,,
,OCOEE,ORANGE,,,FIRE STATION,-81.54074966,28.53376659,,,,
,CHRISTMAS,ORANGE,,,FIRE STATION,-81.01991633,28.56087472,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.35557345,28.28066514,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41287637,28.29506358,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41892000,28.33812000,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.44458148,28.30852556,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.48184119,28.31037843,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.43828279,28.19869597,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41503239,28.33251655,,,,
,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.54744561,28.32780881,,,,
